cell_id,reaches_eol,T,t1,n_kept,q1,denominator,T_from_record_end,family_params,family_at_bound,rmse_power_law,rmse_two_term_exponential,rmse_rollover,cv_rmse_power_law,cv_rmse_two_term_exponential,cv_rmse_rollover,residual_scale_Ah,residual_mean_over_scale,n_positive,n_negative,fit_positions
HUST_3-5,True,2657,1,2657,1.2291144727272725,0.34911447272727236,True,"[0.990844984216238, -0.05570301381645363, 1.5396330799388178, 0.14671018481168838, -0.1722856486140247]",[],0.004745149931591998,0.0038971952217785157,0.0012201802366653026,0.00845302741010613,0.016978994544791026,0.004101776205780676,0.001657605372094037,8.166464553168362e-11,2,0,2657
HUST_3-7,True,2479,1,2479,1.170896992385392,0.2908969923853919,True,"[0.9940217062394517, -0.047131913935385135, 1.3785665244396679, 0.16531434267612874, -0.16402601760131677]",[],0.0036594831225226308,0.003351045526500221,0.0011445148444120387,0.005134194957514755,0.01255010459065464,0.004759116186161119,0.0016013437258496153,5.022718607342098e-10,0,0,2479
HUST_3-8,True,2342,20,2342,1.2128649951825992,0.33286499518259904,False,"[0.9991602648446484, -0.0608469057867706, 1.947621853225383, 0.3212102687645726, -0.3351918226476845]",[],0.005980716403567836,0.0013488090779897788,0.0009470748166618985,0.01531661179713097,0.004318504526402429,0.004469617852730237,0.0009483993280976315,8.779726825811778e-11,1,1,2323
HUST_4-1,True,2217,1,2217,1.1820940974358976,0.30209409743589744,True,"[0.9936926562025978, -0.05969053911936778, 2.294052903922151, 0.3884188931274085, -0.5602264676348949]",[],0.005571988412451025,0.0009247397770666484,0.0008766794804968303,0.014271130686139244,0.002204620000978665,0.003069464041574771,0.0012179980110613648,-7.265778621332045e-10,0,0,2217
HUST_4-2,True,1782,20,1782,1.1953833126133167,0.31538331261331654,True,"[1.002309041576896, -0.06606294808500116, 1.3052844538378758, 0.2060779594642005, -0.3666971174391962]",[],0.0049629437406271204,0.001825517484523485,0.0005436649781580266,0.013406574204223457,0.00863810495266916,0.0010412909685083116,0.0006515770414510254,1.5030236876931807e-11,3,0,1763
HUST_4-3,True,1142,1,1142,1.1755608912198914,0.29556089121989126,True,"[0.9937191025543178, -0.06601621919221545, 0.7851673528991167, 0.13750485168432147, -0.5253856208565426]",[],0.0033895873522468093,0.0021212544547366432,0.0008134213992904227,0.007470424795808424,0.011076597759808304,0.002836165561553538,0.0007494281729743244,1.8025215908836265e-11,1,0,1142
HUST_4-4,True,1491,1,1491,1.1713454265734264,0.2913454265734263,True,"[0.9933568028470147, -0.05367430583895007, 0.9895298634316436, 0.18150176601859344, -0.36939914453169903]",[],0.0031875878912668906,0.00205985268408441,0.0007874464397215071,0.006789123522908803,0.009512849332805351,0.0021692442326102317,0.0005892468429648313,2.424165797317922e-11,1,8,1491
HUST_4-8,True,1706,20,1706,1.1990569747733786,0.31905697477337847,True,"[1.0044423019100646, -0.06719309730778977, 1.2123594818057366, 0.19594141737339593, -0.3769895689396656]",[],0.0046051670857097295,0.0020718400469489973,0.0007419050910690183,0.012540109076138835,0.008337640205392308,0.0014877333158026449,0.0011242421937282948,2.656291376438546e-11,0,0,1687
HUST_5-1,True,2507,1,2507,1.2056354057498062,0.3256354057498061,True,"[0.9931674138723938, -0.05771254011534344, 1.6066418476009068, 0.26510361317906983, -0.19033020993696856]",[],0.003986639488101447,0.0020814662085844758,0.0011685793650375623,0.009831968263591543,0.007777481056753338,0.007707103888219917,0.0017391297514726836,2.0261268137985855e-10,1,0,2507
HUST_5-2,True,1926,20,1926,1.1866618963481002,0.30666189634810004,True,"[1.0062959152880424, -0.06301560525369718, 1.316682889156996, 0.20416760916462576, -0.2963133808141765]",[],0.0044501770232394594,0.002127482275731619,0.0006580083707245526,0.011610431122460145,0.009983812471601164,0.0017312187936044745,0.0008445831311349343,5.49503414779927e-11,2,1,1907
HUST_5-3,True,2689,1,2689,1.2017634859362858,0.3217634859362857,False,"[0.9925800097697719, -0.05463037140142937, 1.8553285431272875, 0.2476369033362223, -0.19019086574736227]",[],0.00512988442739173,0.002114372914223176,0.0010618847926295194,0.013554900553708699,0.00888144217824952,0.008568305863671188,0.0012987964649308864,2.337446449765586e-10,0,0,2689
HUST_5-4,True,1962,1,1962,1.179970822843823,0.2999708228438229,True,"[0.9949463296171215, -0.05064171606781082, 1.1682324811968972, 0.16045785845627697, -0.24359393519800784]",[],0.0035683018718740216,0.003271856982946947,0.0012147934143881592,0.00598461195035941,0.01300572555330753,0.007834949283377152,0.0018272834202797033,-1.694692412012212e-11,1,0,1962
